State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
2,0,3,1,9,0,1,0.8923550087873462,0.8383918013401656,0.8369741100323624,0.1463414634146341
2,0,3,4,6,0,1,1.0,1.0,1.0,1.0
2,0,3,6,0,0,1,0.5487697715289982,0.5569570358691368,0.5675566343042071,0.1951219512195122
2,0,3,11,1,0,1,0.1313708260105447,0.1123374063854946,0.1229773462783171,0.024390243902439
2,0,3,11,3,0,1,0.1594903339191564,0.1344107213243989,0.1504854368932038,0.024390243902439
2,0,3,12,2,0,1,0.6436731107205623,0.7043752463539614,0.7224919093851133,0.2195121951219512
0,1,0,2,11,0,2,0.0896309314586994,0.1418998817500985,0.0707928802588996,0.8048780487804877
0,1,0,4,6,0,2,0.1445518453427065,0.1418998817500985,0.1213592233009708,1.0
0,1,0,8,10,0,2,0.0215289982425307,0.067008277493102,0.0080906148867313,0.5121951219512195
1,2,1,1,9,0,2,0.8866432337434095,0.8190776507686244,0.8515372168284789,0.1463414634146341
1,2,1,5,7,0,2,0.586555360281195,0.6133228222309814,0.6456310679611651,0.1707317073170731
1,2,1,6,12,0,2,0.3993848857644991,0.4032321639731967,0.4118122977346278,0.1951219512195122
1,2,1,9,8,0,2,0.0883128295254832,0.0764682696097753,0.0833333333333333,0.0
1,2,1,10,6,0,2,0.1471880492091388,0.1087899093417422,0.1254045307443365,0.6829268292682926
2,3,2,0,5,0,2,0.1313708260105447,0.0942057548285376,0.1112459546925566,0.6341463414634146
2,3,2,1,9,0,2,0.7987697715289982,0.8470634607804494,0.7686084142394822,0.1463414634146341
2,3,2,6,0,0,2,0.5465729349736379,0.5739061884115096,0.5258899676375405,0.1951219512195122
2,3,2,7,4,0,2,0.0874340949033391,0.0512416239653133,0.0687702265372168,0.073170731707317
2,3,2,10,10,0,2,0.1353251318101933,0.0957824201813165,0.113673139158576,0.6829268292682926
2,3,2,11,1,0,2,0.1239015817223198,0.0985415845486795,0.1104368932038835,0.024390243902439
